DEMAND_FORECAST_ID,PRODUCT_ID,SITE_ID,FORECAST_DATE,FORECAST_CREATION_DATE,FORECAST_QUANTITY,FORECAST_TYPE,FORECAST_METHOD,FORECAST_HORIZON,CONFIDENCE_LEVEL,SCENARIO_ID,FISCAL_PERIOD,FISCAL_MONTH,FISCAL_QUARTER,FISCAL_YEAR,UNIT_REVENUE
1625,241,3,2024-08-15,2024-07-01,823,DEMAND,STATISTICAL,MONTHLY,0.91,2,FY24-AUG,August,Q3,2024,287.49
1626,241,3,2024-08-15,2024-07-01,666,DEMAND,STATISTICAL,MONTHLY,0.87,3,FY24-AUG,August,Q3,2024,287.49
1627,241,3,2024-09-15,2024-07-01,1218,DEMAND,STATISTICAL,MONTHLY,0.92,1,FY24-SEP,September,Q3,2024,287.49
1628,241,3,2024-09-15,2024-07-01,1377,DEMAND,STATISTICAL,MONTHLY,0.84,2,FY24-SEP,September,Q3,2024,287.49
1629,241,3,2024-09-15,2024-07-01,1096,DEMAND,STATISTICAL,MONTHLY,0.87,3,FY24-SEP,September,Q3,2024,287.49
1630,241,3,2024-10-15,2024-07-01,2423,DEMAND,STATISTICAL,MONTHLY,0.79,1,FY24-OCT,October,Q4,2024,287.49
1631,241,3,2024-10-15,2024-07-01,3079,DEMAND,STATISTICAL,MONTHLY,0.76,2,FY24-OCT,October,Q4,2024,287.49
1632,241,3,2024-10-15,2024-07-01,2181,DEMAND,STATISTICAL,MONTHLY,0.82,3,FY24-OCT,October,Q4,2024,287.49
1633,241,3,2024-11-15,2024-07-01,1236,DEMAND,STATISTICAL,MONTHLY,0.87,1,FY24-NOV,November,Q4,2024,287.49
1634,241,3,2024-11-15,2024-07-01,1566,DEMAND,STATISTICAL,MONTHLY,0.95,2,FY24-NOV,November,Q4,2024,287.49
1635,241,3,2024-11-15,2024-07-01,1113,DEMAND,STATISTICAL,MONTHLY,0.81,3,FY24-NOV,November,Q4,2024,287.49
1636,241,3,2024-12-15,2024-07-01,1923,DEMAND,STATISTICAL,MONTHLY,0.8,1,FY24-DEC,December,Q4,2024,287.49
1637,241,3,2024-12-15,2024-07-01,2568,DEMAND,STATISTICAL,MONTHLY,0.95,2,FY24-DEC,December,Q4,2024,287.49
1638,241,3,2024-12-15,2024-07-01,1731,DEMAND,STATISTICAL,MONTHLY,0.89,3,FY24-DEC,December,Q4,2024,287.49
1639,241,4,2024-07-15,2024-07-01,695,DEMAND,STATISTICAL,MONTHLY,0.78,1,FY24-JUL,July,Q3,2024,287.49
1640,241,4,2024-07-15,2024-07-01,791,DEMAND,STATISTICAL,MONTHLY,0.83,2,FY24-JUL,July,Q3,2024,287.49
1641,241,4,2024-07-15,2024-07-01,626,DEMAND,STATISTICAL,MONTHLY,0.76,3,FY24-JUL,July,Q3,2024,287.49
1642,241,4,2024-08-15,2024-07-01,1067,DEMAND,STATISTICAL,MONTHLY,0.92,1,FY24-AUG,August,Q3,2024,287.49
1643,241,4,2024-08-15,2024-07-01,1180,DEMAND,STATISTICAL,MONTHLY,0.92,2,FY24-AUG,August,Q3,2024,287.49
1644,241,4,2024-08-15,2024-07-01,960,DEMAND,STATISTICAL,MONTHLY,0.8,3,FY24-AUG,August,Q3,2024,287.49
1645,241,4,2024-09-15,2024-07-01,1956,DEMAND,STATISTICAL,MONTHLY,0.81,1,FY24-SEP,September,Q3,2024,287.49
1646,241,4,2024-09-15,2024-07-01,2176,DEMAND,STATISTICAL,MONTHLY,0.92,2,FY24-SEP,September,Q3,2024,287.49
1647,241,4,2024-09-15,2024-07-01,1760,DEMAND,STATISTICAL,MONTHLY,0.83,3,FY24-SEP,September,Q3,2024,287.49
1648,241,4,2024-10-15,2024-07-01,910,DEMAND,STATISTICAL,MONTHLY,0.87,1,FY24-OCT,October,Q4,2024,287.49
1649,241,4,2024-10-15,2024-07-01,1162,DEMAND,STATISTICAL,MONTHLY,0.83,2,FY24-OCT,October,Q4,2024,287.49
1650,241,4,2024-10-15,2024-07-01,819,DEMAND,STATISTICAL,MONTHLY,0.84,3,FY24-OCT,October,Q4,2024,287.49
1651,241,4,2024-11-15,2024-07-01,2067,DEMAND,STATISTICAL,MONTHLY,0.91,1,FY24-NOV,November,Q4,2024,287.49
1652,241,4,2024-11-15,2024-07-01,2742,DEMAND,STATISTICAL,MONTHLY,0.83,2,FY24-NOV,November,Q4,2024,287.49
1653,241,4,2024-11-15,2024-07-01,1860,DEMAND,STATISTICAL,MONTHLY,0.9,3,FY24-NOV,November,Q4,2024,287.49
1654,241,4,2024-12-15,2024-07-01,2210,DEMAND,STATISTICAL,MONTHLY,0.94,1,FY24-DEC,December,Q4,2024,287.49
1655,241,4,2024-12-15,2024-07-01,2844,DEMAND,STATISTICAL,MONTHLY,0.94,2,FY24-DEC,December,Q4,2024,287.49
1656,241,4,2024-12-15,2024-07-01,1989,DEMAND,STATISTICAL,MONTHLY,0.82,3,FY24-DEC,December,Q4,2024,287.49
1657,241,5,2024-07-15,2024-07-01,606,DEMAND,STATISTICAL,MONTHLY,0.92,1,FY24-JUL,July,Q3,2024,287.49
1658,241,5,2024-07-15,2024-07-01,692,DEMAND,STATISTICAL,MONTHLY,0.77,2,FY24-JUL,July,Q3,2024,287.49
1659,241,5,2024-07-15,2024-07-01,545,DEMAND,STATISTICAL,MONTHLY,0.94,3,FY24-JUL,July,Q3,2024,287.49
1660,241,5,2024-08-15,2024-07-01,2160,DEMAND,STATISTICAL,MONTHLY,0.88,1,FY24-AUG,August,Q3,2024,287.49
1661,241,5,2024-08-15,2024-07-01,2415,DEMAND,STATISTICAL,MONTHLY,0.76,2,FY24-AUG,August,Q3,2024,287.49
1662,241,5,2024-08-15,2024-07-01,1944,DEMAND,STATISTICAL,MONTHLY,0.86,3,FY24-AUG,August,Q3,2024,287.49
1663,241,5,2024-09-15,2024-07-01,1135,DEMAND,STATISTICAL,MONTHLY,0.94,1,FY24-SEP,September,Q3,2024,287.49
1664,241,5,2024-09-15,2024-07-01,1296,DEMAND,STATISTICAL,MONTHLY,0.85,2,FY24-SEP,September,Q3,2024,287.49
1665,241,5,2024-09-15,2024-07-01,1022,DEMAND,STATISTICAL,MONTHLY,0.81,3,FY24-SEP,September,Q3,2024,287.49
1666,241,5,2024-10-15,2024-07-01,1490,DEMAND,STATISTICAL,MONTHLY,0.82,1,FY24-OCT,October,Q4,2024,287.49
1667,241,5,2024-10-15,2024-07-01,1949,DEMAND,STATISTICAL,MONTHLY,0.86,2,FY24-OCT,October,Q4,2024,287.49
1668,241,5,2024-10-15,2024-07-01,1341,DEMAND,STATISTICAL,MONTHLY,0.85,3,FY24-OCT,October,Q4,2024,287.49
1669,241,5,2024-11-15,2024-07-01,1660,DEMAND,STATISTICAL,MONTHLY,0.93,1,FY24-NOV,November,Q4,2024,287.49
1670,241,5,2024-11-15,2024-07-01,2202,DEMAND,STATISTICAL,MONTHLY,0.76,2,FY24-NOV,November,Q4,2024,287.49
1671,241,5,2024-11-15,2024-07-01,1494,DEMAND,STATISTICAL,MONTHLY,0.88,3,FY24-NOV,November,Q4,2024,287.49
1672,241,5,2024-12-15,2024-07-01,3054,DEMAND,STATISTICAL,MONTHLY,0.84,1,FY24-DEC,December,Q4,2024,287.49
1673,241,5,2024-12-15,2024-07-01,3855,DEMAND,STATISTICAL,MONTHLY,0.92,2,FY24-DEC,December,Q4,2024,287.49
1674,241,5,2024-12-15,2024-07-01,2749,DEMAND,STATISTICAL,MONTHLY,0.84,3,FY24-DEC,December,Q4,2024,287.49
1675,250,3,2024-07-15,2024-07-01,501,DEMAND,STATISTICAL,MONTHLY,0.95,1,FY24-JUL,July,Q3,2024,199.99
1676,250,3,2024-07-15,2024-07-01,562,DEMAND,STATISTICAL,MONTHLY,0.95,2,FY24-JUL,July,Q3,2024,199.99
1677,250,3,2024-07-15,2024-07-01,451,DEMAND,STATISTICAL,MONTHLY,0.93,3,FY24-JUL,July,Q3,2024,199.99
1678,250,3,2024-08-15,2024-07-01,2306,DEMAND,STATISTICAL,MONTHLY,0.88,1,FY24-AUG,August,Q3,2024,199.99
1679,250,3,2024-08-15,2024-07-01,2555,DEMAND,STATISTICAL,MONTHLY,0.94,2,FY24-AUG,August,Q3,2024,199.99
1680,250,3,2024-08-15,2024-07-01,2075,DEMAND,STATISTICAL,MONTHLY,0.8,3,FY24-AUG,August,Q3,2024,199.99
1681,250,3,2024-09-15,2024-07-01,1840,DEMAND,STATISTICAL,MONTHLY,0.82,1,FY24-SEP,September,Q3,2024,199.99
1682,250,3,2024-09-15,2024-07-01,2032,DEMAND,STATISTICAL,MONTHLY,0.88,2,FY24-SEP,September,Q3,2024,199.99
1683,250,3,2024-09-15,2024-07-01,1656,DEMAND,STATISTICAL,MONTHLY,0.88,3,FY24-SEP,September,Q3,2024,199.99
1684,250,3,2024-10-15,2024-07-01,697,DEMAND,STATISTICAL,MONTHLY,0.83,1,FY24-OCT,October,Q4,2024,199.99
1685,250,3,2024-10-15,2024-07-01,892,DEMAND,STATISTICAL,MONTHLY,0.89,2,FY24-OCT,October,Q4,2024,199.99
1686,250,3,2024-10-15,2024-07-01,627,DEMAND,STATISTICAL,MONTHLY,0.8,3,FY24-OCT,October,Q4,2024,199.99
1687,250,3,2024-11-15,2024-07-01,2118,DEMAND,STATISTICAL,MONTHLY,0.77,1,FY24-NOV,November,Q4,2024,199.99
1688,250,3,2024-11-15,2024-07-01,2668,DEMAND,STATISTICAL,MONTHLY,0.79,2,FY24-NOV,November,Q4,2024,199.99
1689,250,3,2024-11-15,2024-07-01,1906,DEMAND,STATISTICAL,MONTHLY,0.77,3,FY24-NOV,November,Q4,2024,199.99
1690,250,3,2024-12-15,2024-07-01,1972,DEMAND,STATISTICAL,MONTHLY,0.8,1,FY24-DEC,December,Q4,2024,199.99
1691,250,3,2024-12-15,2024-07-01,2599,DEMAND,STATISTICAL,MONTHLY,0.75,2,FY24-DEC,December,Q4,2024,199.99
1692,250,3,2024-12-15,2024-07-01,1775,DEMAND,STATISTICAL,MONTHLY,0.89,3,FY24-DEC,December,Q4,2024,199.99
1693,250,4,2024-07-15,2024-07-01,2173,DEMAND,STATISTICAL,MONTHLY,0.77,1,FY24-JUL,July,Q3,2024,199.99
1694,250,4,2024-07-15,2024-07-01,2484,DEMAND,STATISTICAL,MONTHLY,0.89,2,FY24-JUL,July,Q3,2024,199.99
1695,250,4,2024-07-15,2024-07-01,1956,DEMAND,STATISTICAL,MONTHLY,0.85,3,FY24-JUL,July,Q3,2024,199.99
1696,250,4,2024-08-15,2024-07-01,968,DEMAND,STATISTICAL,MONTHLY,0.83,1,FY24-AUG,August,Q3,2024,199.99
1697,250,4,2024-08-15,2024-07-01,1100,DEMAND,STATISTICAL,MONTHLY,0.77,2,FY24-AUG,August,Q3,2024,199.99
1698,250,4,2024-08-15,2024-07-01,871,DEMAND,STATISTICAL,MONTHLY,0.81,3,FY24-AUG,August,Q3,2024,199.99
1699,250,4,2024-09-15,2024-07-01,2304,DEMAND,STATISTICAL,MONTHLY,0.81,1,FY24-SEP,September,Q3,2024,199.99
1700,250,4,2024-09-15,2024-07-01,2578,DEMAND,STATISTICAL,MONTHLY,0.91,2,FY24-SEP,September,Q3,2024,199.99
1701,250,4,2024-09-15,2024-07-01,2074,DEMAND,STATISTICAL,MONTHLY,0.92,3,FY24-SEP,September,Q3,2024,199.99
1702,250,4,2024-10-15,2024-07-01,2085,DEMAND,STATISTICAL,MONTHLY,0.95,1,FY24-OCT,October,Q4,2024,199.99
1703,250,4,2024-10-15,2024-07-01,2636,DEMAND,STATISTICAL,MONTHLY,0.86,2,FY24-OCT,October,Q4,2024,199.99
1704,250,4,2024-10-15,2024-07-01,1876,DEMAND,STATISTICAL,MONTHLY,0.75,3,FY24-OCT,October,Q4,2024,199.99
1705,250,4,2024-11-15,2024-07-01,2106,DEMAND,STATISTICAL,MONTHLY,0.78,1,FY24-NOV,November,Q4,2024,199.99
1706,250,4,2024-11-15,2024-07-01,2706,DEMAND,STATISTICAL,MONTHLY,0.79,2,FY24-NOV,November,Q4,2024,199.99
1707,250,4,2024-11-15,2024-07-01,1895,DEMAND,STATISTICAL,MONTHLY,0.9,3,FY24-NOV,November,Q4,2024,199.99
1708,250,4,2024-12-15,2024-07-01,2740,DEMAND,STATISTICAL,MONTHLY,0.83,1,FY24-DEC,December,Q4,2024,199.99
1709,250,4,2024-12-15,2024-07-01,3614,DEMAND,STATISTICAL,MONTHLY,0.92,2,FY24-DEC,December,Q4,2024,199.99
1710,250,4,2024-12-15,2024-07-01,2466,DEMAND,STATISTICAL,MONTHLY,0.77,3,FY24-DEC,December,Q4,2024,199.99
1711,250,5,2024-07-15,2024-07-01,846,DEMAND,STATISTICAL,MONTHLY,0.78,1,FY24-JUL,July,Q3,2024,199.99
1712,250,5,2024-07-15,2024-07-01,936,DEMAND,STATISTICAL,MONTHLY,0.9,2,FY24-JUL,July,Q3,2024,199.99
1713,250,5,2024-07-15,2024-07-01,761,DEMAND,STATISTICAL,MONTHLY,0.82,3,FY24-JUL,July,Q3,2024,199.99
1714,250,5,2024-08-15,2024-07-01,1655,DEMAND,STATISTICAL,MONTHLY,0.81,1,FY24-AUG,August,Q3,2024,199.99
1715,250,5,2024-08-15,2024-07-01,1832,DEMAND,STATISTICAL,MONTHLY,0.81,2,FY24-AUG,August,Q3,2024,199.99
1716,250,5,2024-08-15,2024-07-01,1489,DEMAND,STATISTICAL,MONTHLY,0.77,3,FY24-AUG,August,Q3,2024,199.99
1717,250,5,2024-09-15,2024-07-01,1960,DEMAND,STATISTICAL,MONTHLY,0.87,1,FY24-SEP,September,Q3,2024,199.99
1718,250,5,2024-09-15,2024-07-01,2226,DEMAND,STATISTICAL,MONTHLY,0.81,2,FY24-SEP,September,Q3,2024,199.99
1719,250,5,2024-09-15,2024-07-01,1764,DEMAND,STATISTICAL,MONTHLY,0.94,3,FY24-SEP,September,Q3,2024,199.99
1720,250,5,2024-10-15,2024-07-01,765,DEMAND,STATISTICAL,MONTHLY,0.92,1,FY24-OCT,October,Q4,2024,199.99
1721,250,5,2024-10-15,2024-07-01,1006,DEMAND,STATISTICAL,MONTHLY,0.81,2,FY24-OCT,October,Q4,2024,199.99
1722,250,5,2024-10-15,2024-07-01,688,DEMAND,STATISTICAL,MONTHLY,0.85,3,FY24-OCT,October,Q4,2024,199.99
1723,250,5,2024-11-15,2024-07-01,2129,DEMAND,STATISTICAL,MONTHLY,0.79,1,FY24-NOV,November,Q4,2024,199.99
1724,250,5,2024-11-15,2024-07-01,2745,DEMAND,STATISTICAL,MONTHLY,0.88,2,FY24-NOV,November,Q4,2024,199.99
1725,250,5,2024-11-15,2024-07-01,1916,DEMAND,STATISTICAL,MONTHLY,0.91,3,FY24-NOV,November,Q4,2024,199.99
1726,250,5,2024-12-15,2024-07-01,2932,DEMAND,STATISTICAL,MONTHLY,0.94,1,FY24-DEC,December,Q4,2024,199.99
1727,250,5,2024-12-15,2024-07-01,3811,DEMAND,STATISTICAL,MONTHLY,0.77,2,FY24-DEC,December,Q4,2024,199.99
1728,250,5,2024-12-15,2024-07-01,2639,DEMAND,STATISTICAL,MONTHLY,0.85,3,FY24-DEC,December,Q4,2024,199.99
1729,251,3,2024-07-15,2024-07-01,1716,DEMAND,STATISTICAL,MONTHLY,0.76,1,FY24-JUL,July,Q3,2024,229.99
1730,251,3,2024-07-15,2024-07-01,1964,DEMAND,STATISTICAL,MONTHLY,0.75,2,FY24-JUL,July,Q3,2024,229.99
1731,251,3,2024-07-15,2024-07-01,1544,DEMAND,STATISTICAL,MONTHLY,0.82,3,FY24-JUL,July,Q3,2024,229.99
1732,251,3,2024-08-15,2024-07-01,1148,DEMAND,STATISTICAL,MONTHLY,0.78,1,FY24-AUG,August,Q3,2024,229.99
1733,251,3,2024-08-15,2024-07-01,1312,DEMAND,STATISTICAL,MONTHLY,0.86,2,FY24-AUG,August,Q3,2024,229.99
1734,251,3,2024-08-15,2024-07-01,1033,DEMAND,STATISTICAL,MONTHLY,0.82,3,FY24-AUG,August,Q3,2024,229.99
1735,251,3,2024-09-15,2024-07-01,1898,DEMAND,STATISTICAL,MONTHLY,0.78,1,FY24-SEP,September,Q3,2024,229.99
1736,251,3,2024-09-15,2024-07-01,2132,DEMAND,STATISTICAL,MONTHLY,0.95,2,FY24-SEP,September,Q3,2024,229.99
1737,251,3,2024-09-15,2024-07-01,1708,DEMAND,STATISTICAL,MONTHLY,0.76,3,FY24-SEP,September,Q3,2024,229.99
1738,251,3,2024-10-15,2024-07-01,1957,DEMAND,STATISTICAL,MONTHLY,0.76,1,FY24-OCT,October,Q4,2024,229.99
1739,251,3,2024-10-15,2024-07-01,2498,DEMAND,STATISTICAL,MONTHLY,0.76,2,FY24-OCT,October,Q4,2024,229.99
1740,251,3,2024-10-15,2024-07-01,1762,DEMAND,STATISTICAL,MONTHLY,0.76,3,FY24-OCT,October,Q4,2024,229.99
1741,251,3,2024-11-15,2024-07-01,2433,DEMAND,STATISTICAL,MONTHLY,0.83,1,FY24-NOV,November,Q4,2024,229.99
1742,251,3,2024-11-15,2024-07-01,3111,DEMAND,STATISTICAL,MONTHLY,0.89,2,FY24-NOV,November,Q4,2024,229.99
1743,251,3,2024-11-15,2024-07-01,2190,DEMAND,STATISTICAL,MONTHLY,0.9,3,FY24-NOV,November,Q4,2024,229.99
1744,251,3,2024-12-15,2024-07-01,1572,DEMAND,STATISTICAL,MONTHLY,0.89,1,FY24-DEC,December,Q4,2024,229.99
1745,251,3,2024-12-15,2024-07-01,1978,DEMAND,STATISTICAL,MONTHLY,0.86,2,FY24-DEC,December,Q4,2024,229.99
1746,251,3,2024-12-15,2024-07-01,1415,DEMAND,STATISTICAL,MONTHLY,0.87,3,FY24-DEC,December,Q4,2024,229.99
1747,251,4,2024-07-15,2024-07-01,1068,DEMAND,STATISTICAL,MONTHLY,0.77,1,FY24-JUL,July,Q3,2024,229.99
1748,251,4,2024-07-15,2024-07-01,1179,DEMAND,STATISTICAL,MONTHLY,0.93,2,FY24-JUL,July,Q3,2024,229.99
1749,251,4,2024-07-15,2024-07-01,961,DEMAND,STATISTICAL,MONTHLY,0.94,3,FY24-JUL,July,Q3,2024,229.99
1750,251,4,2024-08-15,2024-07-01,818,DEMAND,STATISTICAL,MONTHLY,0.86,1,FY24-AUG,August,Q3,2024,229.99
1751,251,4,2024-08-15,2024-07-01,916,DEMAND,STATISTICAL,MONTHLY,0.88,2,FY24-AUG,August,Q3,2024,229.99
1752,251,4,2024-08-15,2024-07-01,736,DEMAND,STATISTICAL,MONTHLY,0.92,3,FY24-AUG,August,Q3,2024,229.99
1753,251,4,2024-09-15,2024-07-01,1894,DEMAND,STATISTICAL,MONTHLY,0.88,1,FY24-SEP,September,Q3,2024,229.99
1754,251,4,2024-09-15,2024-07-01,2113,DEMAND,STATISTICAL,MONTHLY,0.84,2,FY24-SEP,September,Q3,2024,229.99
1755,251,4,2024-09-15,2024-07-01,1705,DEMAND,STATISTICAL,MONTHLY,0.94,3,FY24-SEP,September,Q3,2024,229.99
1756,251,4,2024-10-15,2024-07-01,1136,DEMAND,STATISTICAL,MONTHLY,0.76,1,FY24-OCT,October,Q4,2024,229.99
1757,251,4,2024-10-15,2024-07-01,1430,DEMAND,STATISTICAL,MONTHLY,0.84,2,FY24-OCT,October,Q4,2024,229.99
1758,251,4,2024-10-15,2024-07-01,1023,DEMAND,STATISTICAL,MONTHLY,0.84,3,FY24-OCT,October,Q4,2024,229.99
1759,251,4,2024-11-15,2024-07-01,2008,DEMAND,STATISTICAL,MONTHLY,0.76,1,FY24-NOV,November,Q4,2024,229.99
1760,251,4,2024-11-15,2024-07-01,2644,DEMAND,STATISTICAL,MONTHLY,0.88,2,FY24-NOV,November,Q4,2024,229.99
1761,251,4,2024-11-15,2024-07-01,1807,DEMAND,STATISTICAL,MONTHLY,0.79,3,FY24-NOV,November,Q4,2024,229.99
1762,251,4,2024-12-15,2024-07-01,604,DEMAND,STATISTICAL,MONTHLY,0.89,1,FY24-DEC,December,Q4,2024,229.99
1763,251,4,2024-12-15,2024-07-01,797,DEMAND,STATISTICAL,MONTHLY,0.78,2,FY24-DEC,December,Q4,2024,229.99
1764,251,4,2024-12-15,2024-07-01,543,DEMAND,STATISTICAL,MONTHLY,0.94,3,FY24-DEC,December,Q4,2024,229.99
1765,251,5,2024-07-15,2024-07-01,1885,DEMAND,STATISTICAL,MONTHLY,0.85,1,FY24-JUL,July,Q3,2024,229.99
1766,251,5,2024-07-15,2024-07-01,2151,DEMAND,STATISTICAL,MONTHLY,0.8,2,FY24-JUL,July,Q3,2024,229.99
1767,251,5,2024-07-15,2024-07-01,1697,DEMAND,STATISTICAL,MONTHLY,0.82,3,FY24-JUL,July,Q3,2024,229.99
1768,251,5,2024-08-15,2024-07-01,2442,DEMAND,STATISTICAL,MONTHLY,0.91,1,FY24-AUG,August,Q3,2024,229.99
1769,251,5,2024-08-15,2024-07-01,2719,DEMAND,STATISTICAL,MONTHLY,0.93,2,FY24-AUG,August,Q3,2024,229.99
1770,251,5,2024-08-15,2024-07-01,2198,DEMAND,STATISTICAL,MONTHLY,0.9,3,FY24-AUG,August,Q3,2024,229.99
1771,251,5,2024-09-15,2024-07-01,672,DEMAND,STATISTICAL,MONTHLY,0.82,1,FY24-SEP,September,Q3,2024,229.99
1772,251,5,2024-09-15,2024-07-01,754,DEMAND,STATISTICAL,MONTHLY,0.85,2,FY24-SEP,September,Q3,2024,229.99
1773,251,5,2024-09-15,2024-07-01,605,DEMAND,STATISTICAL,MONTHLY,0.8,3,FY24-SEP,September,Q3,2024,229.99
1774,251,5,2024-10-15,2024-07-01,3444,DEMAND,STATISTICAL,MONTHLY,0.87,1,FY24-OCT,October,Q4,2024,229.99
1775,251,5,2024-10-15,2024-07-01,4332,DEMAND,STATISTICAL,MONTHLY,0.84,2,FY24-OCT,October,Q4,2024,229.99
1776,251,5,2024-10-15,2024-07-01,3100,DEMAND,STATISTICAL,MONTHLY,0.82,3,FY24-OCT,October,Q4,2024,229.99
1777,251,5,2024-11-15,2024-07-01,2102,DEMAND,STATISTICAL,MONTHLY,0.92,1,FY24-NOV,November,Q4,2024,229.99
1778,251,5,2024-11-15,2024-07-01,2662,DEMAND,STATISTICAL,MONTHLY,0.78,2,FY24-NOV,November,Q4,2024,229.99
1779,251,5,2024-11-15,2024-07-01,1892,DEMAND,STATISTICAL,MONTHLY,0.9,3,FY24-NOV,November,Q4,2024,229.99
1780,251,5,2024-12-15,2024-07-01,3217,DEMAND,STATISTICAL,MONTHLY,0.86,1,FY24-DEC,December,Q4,2024,229.99
1781,251,5,2024-12-15,2024-07-01,4253,DEMAND,STATISTICAL,MONTHLY,0.8,2,FY24-DEC,December,Q4,2024,229.99
1782,251,5,2024-12-15,2024-07-01,2895,DEMAND,STATISTICAL,MONTHLY,0.85,3,FY24-DEC,December,Q4,2024,229.99
1783,260,3,2024-07-15,2024-07-01,590,DEMAND,STATISTICAL,MONTHLY,0.92,1,FY24-JUL,July,Q3,2024,349.99
1784,260,3,2024-07-15,2024-07-01,649,DEMAND,STATISTICAL,MONTHLY,0.76,2,FY24-JUL,July,Q3,2024,349.99
1785,260,3,2024-07-15,2024-07-01,531,DEMAND,STATISTICAL,MONTHLY,0.82,3,FY24-JUL,July,Q3,2024,349.99
1786,260,3,2024-08-15,2024-07-01,2384,DEMAND,STATISTICAL,MONTHLY,0.78,1,FY24-AUG,August,Q3,2024,349.99
1787,260,3,2024-08-15,2024-07-01,2733,DEMAND,STATISTICAL,MONTHLY,0.92,2,FY24-AUG,August,Q3,2024,349.99
1788,260,3,2024-08-15,2024-07-01,2146,DEMAND,STATISTICAL,MONTHLY,0.86,3,FY24-AUG,August,Q3,2024,349.99
1789,260,3,2024-09-15,2024-07-01,2371,DEMAND,STATISTICAL,MONTHLY,0.89,1,FY24-SEP,September,Q3,2024,349.99
1790,260,3,2024-09-15,2024-07-01,2686,DEMAND,STATISTICAL,MONTHLY,0.79,2,FY24-SEP,September,Q3,2024,349.99
1791,260,3,2024-09-15,2024-07-01,2134,DEMAND,STATISTICAL,MONTHLY,0.8,3,FY24-SEP,September,Q3,2024,349.99
1792,260,3,2024-10-15,2024-07-01,2731,DEMAND,STATISTICAL,MONTHLY,0.89,1,FY24-OCT,October,Q4,2024,349.99
1793,260,3,2024-10-15,2024-07-01,3488,DEMAND,STATISTICAL,MONTHLY,0.77,2,FY24-OCT,October,Q4,2024,349.99
1794,260,3,2024-10-15,2024-07-01,2458,DEMAND,STATISTICAL,MONTHLY,0.82,3,FY24-OCT,October,Q4,2024,349.99
1795,260,3,2024-11-15,2024-07-01,1757,DEMAND,STATISTICAL,MONTHLY,0.88,1,FY24-NOV,November,Q4,2024,349.99
1796,260,3,2024-11-15,2024-07-01,2206,DEMAND,STATISTICAL,MONTHLY,0.79,2,FY24-NOV,November,Q4,2024,349.99
1797,260,3,2024-11-15,2024-07-01,1581,DEMAND,STATISTICAL,MONTHLY,0.85,3,FY24-NOV,November,Q4,2024,349.99
1798,260,3,2024-12-15,2024-07-01,683,DEMAND,STATISTICAL,MONTHLY,0.94,1,FY24-DEC,December,Q4,2024,349.99
1799,260,3,2024-12-15,2024-07-01,859,DEMAND,STATISTICAL,MONTHLY,0.84,2,FY24-DEC,December,Q4,2024,349.99
1800,260,3,2024-12-15,2024-07-01,615,DEMAND,STATISTICAL,MONTHLY,0.81,3,FY24-DEC,December,Q4,2024,349.99
1801,260,4,2024-07-15,2024-07-01,2230,DEMAND,STATISTICAL,MONTHLY,0.81,1,FY24-JUL,July,Q3,2024,349.99
1802,260,4,2024-07-15,2024-07-01,2463,DEMAND,STATISTICAL,MONTHLY,0.84,2,FY24-JUL,July,Q3,2024,349.99
1803,260,4,2024-07-15,2024-07-01,2007,DEMAND,STATISTICAL,MONTHLY,0.82,3,FY24-JUL,July,Q3,2024,349.99
1804,260,4,2024-08-15,2024-07-01,1097,DEMAND,STATISTICAL,MONTHLY,0.86,1,FY24-AUG,August,Q3,2024,349.99
1805,260,4,2024-08-15,2024-07-01,1223,DEMAND,STATISTICAL,MONTHLY,0.87,2,FY24-AUG,August,Q3,2024,349.99
1806,260,4,2024-08-15,2024-07-01,987,DEMAND,STATISTICAL,MONTHLY,0.84,3,FY24-AUG,August,Q3,2024,349.99
1807,260,4,2024-09-15,2024-07-01,1711,DEMAND,STATISTICAL,MONTHLY,0.94,1,FY24-SEP,September,Q3,2024,349.99
1808,260,4,2024-09-15,2024-07-01,1967,DEMAND,STATISTICAL,MONTHLY,0.91,2,FY24-SEP,September,Q3,2024,349.99
1809,260,4,2024-09-15,2024-07-01,1540,DEMAND,STATISTICAL,MONTHLY,0.9,3,FY24-SEP,September,Q3,2024,349.99
1810,260,4,2024-10-15,2024-07-01,1862,DEMAND,STATISTICAL,MONTHLY,0.9,1,FY24-OCT,October,Q4,2024,349.99
1811,260,4,2024-10-15,2024-07-01,2373,DEMAND,STATISTICAL,MONTHLY,0.75,2,FY24-OCT,October,Q4,2024,349.99
1812,260,4,2024-10-15,2024-07-01,1676,DEMAND,STATISTICAL,MONTHLY,0.83,3,FY24-OCT,October,Q4,2024,349.99
1813,260,4,2024-11-15,2024-07-01,1124,DEMAND,STATISTICAL,MONTHLY,0.86,1,FY24-NOV,November,Q4,2024,349.99
1814,260,4,2024-11-15,2024-07-01,1476,DEMAND,STATISTICAL,MONTHLY,0.89,2,FY24-NOV,November,Q4,2024,349.99
1815,260,4,2024-11-15,2024-07-01,1011,DEMAND,STATISTICAL,MONTHLY,0.75,3,FY24-NOV,November,Q4,2024,349.99
1816,260,4,2024-12-15,2024-07-01,1364,DEMAND,STATISTICAL,MONTHLY,0.75,1,FY24-DEC,December,Q4,2024,349.99
